epoch,loss
0,0.01
1,0.005
2,0.003333333333333333
3,0.0025
4,0.002
5,0.0016666666666666666
6,0.0014285714285714286
7,0.00125
8,0.0011111111111111111
9,0.001
10,0.0009090909090909091
11,0.0008333333333333333
12,0.0007692307692307693
13,0.0007142857142857143
14,0.0006666666666666666
15,0.000625
16,0.0005882352941176471
17,0.0005555555555555556
18,0.0005263157894736842
19,0.0005
20,0.0004761904761904762
21,0.00045454545454545455
22,0.0004347826086956522
23,0.00041666666666666664
24,0.0004
25,0.00038461538461538467
26,0.00037037037037037035
27,0.00035714285714285714
28,0.0003448275862068966
29,0.0003333333333333333
30,0.0003225806451612903
31,0.0003125
32,0.00030303030303030303
33,0.00029411764705882356
34,0.00028571428571428574
35,0.0002777777777777778
36,0.0002702702702702703
37,0.0002631578947368421
38,0.0002564102564102564
39,0.00025
40,0.00024390243902439027
41,0.0002380952380952381
42,0.00023255813953488373
43,0.00022727272727272727
44,0.00022222222222222223
45,0.0002173913043478261
46,0.0002127659574468085
47,0.00020833333333333332
48,0.0002040816326530612
49,0.0002
50,0.000196078431372549
51,0.00019230769230769233
52,0.00018867924528301886
53,0.00018518518518518518
54,0.0001818181818181818
55,0.00017857142857142857
56,0.00017543859649122806
57,0.0001724137931034483
58,0.00016949152542372882
59,0.00016666666666666666
60,0.0001639344262295082
61,0.00016129032258064516
62,0.00015873015873015873
63,0.00015625
64,0.00015384615384615385
65,0.00015151515151515152
66,0.00014925373134328358
67,0.00014705882352941178
68,0.00014492753623188405
69,0.00014285714285714287
70,0.00014084507042253522
71,0.0001388888888888889
72,0.000136986301369863
73,0.00013513513513513514
74,0.00013333333333333334
75,0.00013157894736842105
76,0.00012987012987012987
77,0.0001282051282051282
78,0.00012658227848101267
79,0.000125
80,0.0001234567901234568
81,0.00012195121951219514
82,0.00012048192771084338
83,0.00011904761904761905
84,0.00011764705882352942
85,0.00011627906976744187
86,0.00011494252873563218
87,0.00011363636363636364
88,0.00011235955056179776
89,0.00011111111111111112
90,0.0001098901098901099
91,0.00010869565217391305
92,0.00010752688172043012
93,0.00010638297872340425
94,0.00010526315789473685
95,0.00010416666666666666
96,0.00010309278350515464
97,0.0001020408163265306
98,0.00010101010101010102
99,0.0001
100,9.900990099009902e-05
101,9.80392156862745e-05
102,9.708737864077669e-05
103,9.615384615384617e-05
104,9.523809523809525e-05
105,9.433962264150943e-05
106,9.345794392523364e-05
107,9.259259259259259e-05
108,9.174311926605506e-05
109,9.09090909090909e-05
110,9.009009009009009e-05
111,8.928571428571429e-05
112,8.849557522123894e-05
113,8.771929824561403e-05
114,8.695652173913044e-05
115,8.620689655172414e-05
116,8.547008547008548e-05
117,8.474576271186441e-05
118,8.403361344537815e-05
119,8.333333333333333e-05
120,8.264462809917356e-05
121,8.19672131147541e-05
122,8.13008130081301e-05
123,8.064516129032258e-05
124,8e-05
125,7.936507936507937e-05
126,7.874015748031496e-05
127,7.8125e-05
128,7.751937984496124e-05
129,7.692307692307693e-05
130,7.633587786259542e-05
131,7.575757575757576e-05
132,7.518796992481203e-05
133,7.462686567164179e-05
134,7.407407407407407e-05
135,7.352941176470589e-05
136,7.2992700729927e-05
137,7.246376811594203e-05
138,7.194244604316547e-05
139,7.142857142857143e-05
140,7.092198581560284e-05
141,7.042253521126761e-05
142,6.993006993006993e-05
143,6.944444444444444e-05
144,6.896551724137931e-05
145,6.84931506849315e-05
146,6.802721088435374e-05
147,6.756756756756757e-05
148,6.711409395973154e-05
149,6.666666666666667e-05
150,6.622516556291391e-05
151,6.578947368421052e-05
152,6.535947712418301e-05
153,6.493506493506494e-05
154,6.451612903225807e-05
155,6.41025641025641e-05
156,6.369426751592357e-05
157,6.329113924050633e-05
158,6.28930817610063e-05
159,6.25e-05
160,6.211180124223603e-05
161,6.17283950617284e-05
162,6.134969325153375e-05
163,6.097560975609757e-05
164,6.0606060606060605e-05
165,6.024096385542169e-05
166,5.988023952095809e-05
167,5.9523809523809524e-05
168,5.9171597633136094e-05
169,5.882352941176471e-05
170,5.8479532163742686e-05
171,5.8139534883720933e-05
172,5.7803468208092484e-05
173,5.747126436781609e-05
174,5.714285714285714e-05
175,5.681818181818182e-05
176,5.649717514124294e-05
177,5.617977528089888e-05
178,5.58659217877095e-05
179,5.555555555555556e-05
180,5.524861878453039e-05
181,5.494505494505495e-05
182,5.46448087431694e-05
183,5.4347826086956524e-05
184,5.405405405405406e-05
185,5.376344086021506e-05
186,5.3475935828877e-05
187,5.319148936170213e-05
188,5.2910052910052905e-05
189,5.2631578947368424e-05
190,5.235602094240838e-05
191,5.208333333333333e-05
192,5.1813471502590674e-05
193,5.154639175257732e-05
194,5.1282051282051286e-05
195,5.10204081632653e-05
196,5.076142131979695e-05
197,5.050505050505051e-05
198,5.0251256281407036e-05
199,5e-05
200,4.9751243781094526e-05
201,4.950495049504951e-05
202,4.926108374384237e-05
203,4.901960784313725e-05
204,4.878048780487805e-05
205,4.8543689320388346e-05
206,4.830917874396135e-05
207,4.8076923076923084e-05
208,4.784688995215311e-05
209,4.761904761904763e-05
210,4.739336492890996e-05
211,4.7169811320754715e-05
212,4.694835680751174e-05
213,4.672897196261682e-05
214,4.651162790697674e-05
215,4.6296296296296294e-05
216,4.608294930875576e-05
217,4.587155963302753e-05
218,4.5662100456621006e-05
219,4.545454545454545e-05
220,4.524886877828055e-05
221,4.5045045045045046e-05
222,4.484304932735426e-05
223,4.464285714285714e-05
224,4.4444444444444447e-05
225,4.424778761061947e-05
226,4.405286343612335e-05
227,4.3859649122807014e-05
228,4.3668122270742355e-05
229,4.347826086956522e-05
230,4.329004329004329e-05
231,4.310344827586207e-05
232,4.291845493562232e-05
233,4.273504273504274e-05
234,4.2553191489361704e-05
235,4.2372881355932206e-05
236,4.219409282700422e-05
237,4.201680672268908e-05
238,4.1841004184100415e-05
239,4.1666666666666665e-05
240,4.149377593360996e-05
241,4.132231404958678e-05
242,4.11522633744856e-05
243,4.098360655737705e-05
244,4.081632653061225e-05
245,4.065040650406505e-05
246,4.048582995951417e-05
247,4.032258064516129e-05
248,4.0160642570281125e-05
249,4e-05
250,3.9840637450199205e-05
251,3.968253968253968e-05
252,3.9525691699604744e-05
253,3.937007874015748e-05
254,3.9215686274509805e-05
255,3.90625e-05
256,3.891050583657588e-05
257,3.875968992248062e-05
258,3.861003861003861e-05
259,3.846153846153846e-05
260,3.8314176245210727e-05
261,3.816793893129771e-05
262,3.802281368821293e-05
263,3.787878787878788e-05
264,3.7735849056603776e-05
265,3.759398496240601e-05
266,3.745318352059925e-05
267,3.7313432835820896e-05
268,3.717472118959108e-05
269,3.7037037037037037e-05
