epoch,loss
0,0.05
1,0.025
2,0.016666666666666666
3,0.0125
4,0.010000000000000002
5,0.008333333333333333
6,0.007142857142857143
7,0.00625
8,0.005555555555555556
9,0.005000000000000001
10,0.004545454545454546
11,0.004166666666666667
12,0.0038461538461538464
13,0.0035714285714285713
14,0.0033333333333333335
15,0.003125
16,0.0029411764705882353
17,0.002777777777777778
18,0.002631578947368421
19,0.0025000000000000005
20,0.002380952380952381
21,0.002272727272727273
22,0.002173913043478261
23,0.0020833333333333333
24,0.002
25,0.0019230769230769232
26,0.001851851851851852
27,0.0017857142857142857
28,0.0017241379310344827
29,0.0016666666666666668
30,0.0016129032258064516
31,0.0015625
32,0.0015151515151515154
33,0.0014705882352941176
34,0.0014285714285714286
35,0.001388888888888889
36,0.0013513513513513514
37,0.0013157894736842105
38,0.001282051282051282
39,0.0012500000000000002
40,0.0012195121951219514
41,0.0011904761904761906
42,0.0011627906976744186
43,0.0011363636363636365
44,0.0011111111111111111
45,0.0010869565217391304
46,0.0010638297872340426
47,0.0010416666666666667
48,0.001020408163265306
49,0.001
50,0.000980392156862745
51,0.0009615384615384616
52,0.0009433962264150943
53,0.000925925925925926
54,0.0009090909090909091
55,0.0008928571428571428
56,0.0008771929824561404
57,0.0008620689655172414
58,0.0008474576271186442
59,0.0008333333333333334
60,0.0008196721311475411
61,0.0008064516129032258
62,0.0007936507936507937
63,0.00078125
64,0.0007692307692307693
65,0.0007575757575757577
66,0.0007462686567164179
67,0.0007352941176470588
68,0.0007246376811594203
69,0.0007142857142857143
70,0.0007042253521126761
71,0.0006944444444444445
72,0.0006849315068493151
73,0.0006756756756756757
74,0.0006666666666666668
75,0.0006578947368421052
76,0.0006493506493506495
77,0.000641025641025641
78,0.0006329113924050633
79,0.0006250000000000001
80,0.0006172839506172839
81,0.0006097560975609757
82,0.0006024096385542169
83,0.0005952380952380953
84,0.0005882352941176471
85,0.0005813953488372093
86,0.0005747126436781609
87,0.0005681818181818183
88,0.0005617977528089888
89,0.0005555555555555556
90,0.0005494505494505496
91,0.0005434782608695652
92,0.0005376344086021506
93,0.0005319148936170213
94,0.0005263157894736842
95,0.0005208333333333333
96,0.0005154639175257732
97,0.000510204081632653
98,0.0005050505050505052
99,0.0005
100,0.0004950495049504951
101,0.0004901960784313725
102,0.0004854368932038835
103,0.0004807692307692308
104,0.00047619047619047624
105,0.0004716981132075472
106,0.0004672897196261682
107,0.000462962962962963
108,0.00045871559633027525
109,0.00045454545454545455
110,0.00045045045045045046
111,0.0004464285714285714
112,0.0004424778761061947
113,0.0004385964912280702
114,0.0004347826086956522
115,0.0004310344827586207
116,0.0004273504273504274
117,0.0004237288135593221
118,0.0004201680672268908
119,0.0004166666666666667
120,0.0004132231404958678
121,0.00040983606557377055
122,0.00040650406504065046
123,0.0004032258064516129
124,0.0004
125,0.0003968253968253968
126,0.0003937007874015748
127,0.000390625
128,0.0003875968992248062
129,0.00038461538461538467
130,0.0003816793893129771
131,0.00037878787878787884
132,0.00037593984962406017
133,0.00037313432835820896
134,0.0003703703703703704
135,0.0003676470588235294
136,0.00036496350364963507
137,0.00036231884057971015
138,0.0003597122302158274
139,0.00035714285714285714
140,0.0003546099290780142
141,0.00035211267605633805
142,0.00034965034965034965
143,0.00034722222222222224
144,0.0003448275862068966
145,0.00034246575342465754
146,0.00034013605442176874
147,0.00033783783783783786
148,0.00033557046979865775
149,0.0003333333333333334
150,0.00033112582781456954
151,0.0003289473684210526
152,0.00032679738562091506
153,0.00032467532467532473
154,0.0003225806451612903
155,0.0003205128205128205
156,0.00031847133757961787
157,0.00031645569620253165
158,0.0003144654088050315
159,0.00031250000000000006
160,0.00031055900621118014
161,0.00030864197530864197
162,0.00030674846625766873
163,0.00030487804878048786
164,0.00030303030303030303
165,0.00030120481927710846
166,0.00029940119760479047
167,0.00029761904761904765
168,0.0002958579881656805
169,0.00029411764705882356
170,0.00029239766081871346
171,0.00029069767441860465
172,0.00028901734104046245
173,0.00028735632183908046
174,0.00028571428571428574
175,0.00028409090909090913
176,0.0002824858757062147
177,0.0002808988764044944
178,0.0002793296089385475
179,0.0002777777777777778
180,0.00027624309392265195
181,0.0002747252747252748
182,0.000273224043715847
183,0.0002717391304347826
184,0.0002702702702702703
185,0.0002688172043010753
186,0.00026737967914438503
187,0.00026595744680851064
188,0.00026455026455026457
189,0.0002631578947368421
190,0.0002617801047120419
191,0.00026041666666666666
192,0.0002590673575129534
193,0.0002577319587628866
194,0.0002564102564102564
195,0.0002551020408163265
196,0.0002538071065989848
197,0.0002525252525252526
198,0.0002512562814070352
199,0.00025
200,0.0002487562189054726
201,0.00024752475247524753
202,0.00024630541871921186
203,0.00024509803921568627
204,0.00024390243902439024
205,0.00024271844660194174
206,0.00024154589371980676
207,0.0002403846153846154
208,0.00023923444976076556
209,0.00023809523809523812
210,0.0002369668246445498
211,0.0002358490566037736
212,0.0002347417840375587
213,0.0002336448598130841
214,0.00023255813953488373
215,0.0002314814814814815
216,0.0002304147465437788
217,0.00022935779816513763
218,0.00022831050228310502
219,0.00022727272727272727
220,0.00022624434389140275
221,0.00022522522522522523
222,0.0002242152466367713
223,0.0002232142857142857
224,0.00022222222222222223
225,0.00022123893805309734
226,0.00022026431718061678
227,0.0002192982456140351
228,0.0002183406113537118
229,0.0002173913043478261
230,0.00021645021645021645
231,0.00021551724137931034
232,0.0002145922746781116
233,0.0002136752136752137
234,0.00021276595744680854
235,0.00021186440677966104
236,0.0002109704641350211
237,0.0002100840336134454
238,0.00020920502092050208
239,0.00020833333333333335
240,0.00020746887966804981
241,0.0002066115702479339
242,0.000205761316872428
243,0.00020491803278688527
244,0.00020408163265306126
245,0.00020325203252032523
246,0.00020242914979757087
247,0.00020161290322580645
248,0.0002008032128514056
249,0.0002
250,0.00019920318725099602
251,0.0001984126984126984
252,0.0001976284584980237
253,0.0001968503937007874
254,0.00019607843137254904
255,0.0001953125
256,0.0001945525291828794
257,0.0001937984496124031
258,0.00019305019305019308
259,0.00019230769230769233
260,0.00019157088122605365
261,0.00019083969465648855
262,0.00019011406844106465
263,0.00018939393939393942
264,0.00018867924528301889
265,0.00018796992481203009
266,0.00018726591760299626
267,0.00018656716417910448
268,0.0001858736059479554
269,0.0001851851851851852
270,0.00018450184501845018
271,0.0001838235294117647
